classe,fpr,tpr,thresholds
Verde,0.030959752321981424,0.9657430730478589,0.606
Verde,0.030959752321981424,0.9667506297229219,0.604
Verde,0.03219814241486068,0.9667506297229219,0.602
Verde,0.03343653250773994,0.9677581863979848,0.598
Verde,0.03343653250773994,0.9682619647355164,0.592
Verde,0.034055727554179564,0.9682619647355164,0.588
Verde,0.034055727554179564,0.9687657430730479,0.586
Verde,0.0346749226006192,0.9687657430730479,0.574
Verde,0.03529411764705882,0.9692695214105793,0.572
Verde,0.03653250773993808,0.9692695214105793,0.568
Verde,0.03653250773993808,0.9697732997481109,0.566
Verde,0.03715170278637771,0.9697732997481109,0.564
Verde,0.03777089783281734,0.9707808564231738,0.562
Verde,0.03777089783281734,0.9727959697732997,0.556
Verde,0.03777089783281734,0.9738035264483628,0.546
Verde,0.03900928792569659,0.9738035264483628,0.542
Verde,0.039628482972136225,0.9743073047858942,0.54
Verde,0.039628482972136225,0.9753148614609571,0.538
Verde,0.039628482972136225,0.9758186397984887,0.536
Verde,0.04024767801857585,0.9758186397984887,0.526
Verde,0.04148606811145511,0.9763224181360202,0.524
Verde,0.04148606811145511,0.9768261964735516,0.522
Verde,0.042105263157894736,0.9768261964735516,0.52
Verde,0.04272445820433437,0.9778337531486146,0.518
Verde,0.04272445820433437,0.9783375314861461,0.516
Verde,0.04396284829721362,0.979345088161209,0.506
Verde,0.04396284829721362,0.9798488664987406,0.502
Verde,0.04520123839009288,0.9798488664987406,0.488
Verde,0.04643962848297214,0.9798488664987406,0.486
Verde,0.04643962848297214,0.980352644836272,0.474
Verde,0.04767801857585139,0.980352644836272,0.47
Verde,0.04767801857585139,0.9808564231738035,0.466
Verde,0.04829721362229102,0.981360201511335,0.462
Verde,0.04891640866873065,0.981360201511335,0.458
Verde,0.04953560371517028,0.9818639798488665,0.456
Verde,0.05015479876160991,0.9818639798488665,0.454
Verde,0.05077399380804953,0.982367758186398,0.452
Verde,0.05201238390092879,0.982367758186398,0.448
Verde,0.05263157894736842,0.9828715365239294,0.446
Verde,0.05325077399380805,0.9828715365239294,0.444
Verde,0.05448916408668731,0.9828715365239294,0.44
Verde,0.05448916408668731,0.9833753148614609,0.438
Verde,0.05820433436532508,0.9843828715365239,0.432
Verde,0.05944272445820433,0.9843828715365239,0.426
Verde,0.06130030959752322,0.9843828715365239,0.412
Verde,0.06253869969040247,0.9848866498740554,0.404
Verde,0.06377708978328174,0.9848866498740554,0.402
Verde,0.06377708978328174,0.985390428211587,0.4
Verde,0.06439628482972136,0.985390428211587,0.398
Verde,0.06563467492260062,0.985390428211587,0.394
Verde,0.06563467492260062,0.9858942065491184,0.39
Verde,0.06625386996904024,0.9858942065491184,0.388
Verde,0.06749226006191951,0.9858942065491184,0.384
Verde,0.06749226006191951,0.9863979848866499,0.376
Verde,0.06873065015479876,0.9863979848866499,0.37
Verde,0.06873065015479876,0.9869017632241813,0.368
Verde,0.0718266253869969,0.9869017632241813,0.354
Verde,0.07430340557275542,0.9869017632241813,0.352
Verde,0.07554179566563468,0.9869017632241813,0.35
Verde,0.0761609907120743,0.9869017632241813,0.348
Verde,0.07739938080495357,0.9874055415617129,0.342
Verde,0.07801857585139318,0.9874055415617129,0.34
Verde,0.0804953560371517,0.9874055415617129,0.336
Verde,0.08111455108359134,0.9874055415617129,0.33
Verde,0.08359133126934984,0.9874055415617129,0.322
Verde,0.08544891640866874,0.9879093198992444,0.318
Verde,0.08606811145510836,0.9884130982367758,0.314
Verde,0.08668730650154799,0.9884130982367758,0.312
Verde,0.08730650154798762,0.9889168765743073,0.31
Verde,0.08854489164086687,0.9889168765743073,0.306
Verde,0.09040247678018576,0.9889168765743073,0.304
Verde,0.09102167182662539,0.9894206549118388,0.298
Verde,0.09164086687306501,0.9894206549118388,0.296
Verde,0.09287925696594428,0.9894206549118388,0.29
Verde,0.0934984520123839,0.9899244332493703,0.288
Verde,0.09473684210526316,0.9899244332493703,0.284
Verde,0.09473684210526316,0.9904282115869018,0.282
